context	ref	alt	mu	methylation_level	worst_csq	coverage	AM_CLASS	high_AM_SCORE	variant_count	singleton_count
AAA	A	C	1.8303e-09	0	missense_variant	76	ambiguous	0	18	11
AAA	A	C	1.8303e-09	0	missense_variant	76	benign	0	175	106
AAA	A	C	1.8303e-09	0	missense_variant	76	pathogenic	0	22	14
AAA	A	C	1.8303e-09	0	missense_variant	76	pathogenic	1	41	31
AAA	A	C	1.8303e-09	0	missense_variant	76	NA	NA	13	10
AAA	A	C	1.8303e-09	0	missense_variant	77	ambiguous	0	33	21
AAA	A	C	1.8303e-09	0	missense_variant	77	benign	0	196	116
AAA	A	C	1.8303e-09	0	missense_variant	77	pathogenic	0	47	35
AAA	A	C	1.8303e-09	0	missense_variant	77	pathogenic	1	46	34
AAA	A	C	1.8303e-09	0	missense_variant	77	NA	NA	8	6
AAA	A	C	1.8303e-09	0	missense_variant	78	ambiguous	0	39	26
AAA	A	C	1.8303e-09	0	missense_variant	78	benign	0	153	96
AAA	A	C	1.8303e-09	0	missense_variant	78	pathogenic	0	22	15
AAA	A	C	1.8303e-09	0	missense_variant	78	pathogenic	1	36	25
AAA	A	C	1.8303e-09	0	missense_variant	78	NA	NA	13	8
AAA	A	C	1.8303e-09	0	missense_variant	79	ambiguous	0	33	26
AAA	A	C	1.8303e-09	0	missense_variant	79	benign	0	171	93
AAA	A	C	1.8303e-09	0	missense_variant	79	pathogenic	0	32	22
AAA	A	C	1.8303e-09	0	missense_variant	79	pathogenic	1	46	37
AAA	A	C	1.8303e-09	0	missense_variant	79	NA	NA	13	9
AAA	A	C	1.8303e-09	0	missense_variant	80	ambiguous	0	29	16
AAA	A	C	1.8303e-09	0	missense_variant	80	benign	0	174	105
AAA	A	C	1.8303e-09	0	missense_variant	80	pathogenic	0	19	12
AAA	A	C	1.8303e-09	0	missense_variant	80	pathogenic	1	28	15
AAA	A	C	1.8303e-09	0	missense_variant	80	NA	NA	10	6
AAA	A	C	1.8303e-09	0	missense_variant	81	ambiguous	0	35	26
AAA	A	C	1.8303e-09	0	missense_variant	81	benign	0	173	102
AAA	A	C	1.8303e-09	0	missense_variant	81	pathogenic	0	23	17
AAA	A	C	1.8303e-09	0	missense_variant	81	pathogenic	1	44	28
AAA	A	C	1.8303e-09	0	missense_variant	81	NA	NA	17	8
AAA	A	C	1.8303e-09	0	missense_variant	82	ambiguous	0	24	20
AAA	A	C	1.8303e-09	0	missense_variant	82	benign	0	180	104
AAA	A	C	1.8303e-09	0	missense_variant	82	pathogenic	0	30	18
AAA	A	C	1.8303e-09	0	missense_variant	82	pathogenic	1	32	25
AAA	A	C	1.8303e-09	0	missense_variant	82	NA	NA	12	4
AAA	A	C	1.8303e-09	0	missense_variant	83	ambiguous	0	41	31
AAA	A	C	1.8303e-09	0	missense_variant	83	benign	0	172	117
AAA	A	C	1.8303e-09	0	missense_variant	83	pathogenic	0	26	16
AAA	A	C	1.8303e-09	0	missense_variant	83	pathogenic	1	34	29
AAA	A	C	1.8303e-09	0	missense_variant	83	NA	NA	9	7
AAA	A	C	1.8303e-09	0	missense_variant	84	ambiguous	0	32	22
AAA	A	C	1.8303e-09	0	missense_variant	84	benign	0	172	115
AAA	A	C	1.8303e-09	0	missense_variant	84	pathogenic	0	19	13
AAA	A	C	1.8303e-09	0	missense_variant	84	pathogenic	1	37	24
AAA	A	C	1.8303e-09	0	missense_variant	84	NA	NA	7	6
AAA	A	C	1.8303e-09	0	missense_variant	85	ambiguous	0	24	14
AAA	A	C	1.8303e-09	0	missense_variant	85	benign	0	171	110
AAA	A	C	1.8303e-09	0	missense_variant	85	pathogenic	0	32	21
AAA	A	C	1.8303e-09	0	missense_variant	85	pathogenic	1	33	24
AAA	A	C	1.8303e-09	0	missense_variant	85	NA	NA	11	8
AAA	A	C	1.8303e-09	0	missense_variant	86	ambiguous	0	26	15
AAA	A	C	1.8303e-09	0	missense_variant	86	benign	0	166	95
AAA	A	C	1.8303e-09	0	missense_variant	86	pathogenic	0	26	19
AAA	A	C	1.8303e-09	0	missense_variant	86	pathogenic	1	27	17
AAA	A	C	1.8303e-09	0	missense_variant	86	NA	NA	15	10
AAA	A	C	1.8303e-09	0	missense_variant	87	ambiguous	0	31	23
AAA	A	C	1.8303e-09	0	missense_variant	87	benign	0	156	99
AAA	A	C	1.8303e-09	0	missense_variant	87	pathogenic	0	17	10
AAA	A	C	1.8303e-09	0	missense_variant	87	pathogenic	1	25	14
AAA	A	C	1.8303e-09	0	missense_variant	87	NA	NA	12	8
AAA	A	C	1.8303e-09	0	missense_variant	88	ambiguous	0	22	14
AAA	A	C	1.8303e-09	0	missense_variant	88	benign	0	166	94
AAA	A	C	1.8303e-09	0	missense_variant	88	pathogenic	0	25	20
AAA	A	C	1.8303e-09	0	missense_variant	88	pathogenic	1	39	25
AAA	A	C	1.8303e-09	0	missense_variant	88	NA	NA	7	3
